gene	jh44	jh45	jh46	jh47	jh61	jh62	jh63	jh64
pspA	1693	1391	306	161	1185	1602	115	225
ycjM	34	70	37	24	26	68	22	36
ycjN	33	28	31	14	102	46	25	13
pspD	59	181	35	19	43	256	14	31
pspE	2324	1774	285	89	1859	3299	179	167
ybdZ	28	32	14	7	30	50	8	2
insA-7	30	26	47	26	27	18	20	23
yibN	5206	2890	1394	389	4695	3080	519	285
tolQ	2710	2711	1020	432	2368	2685	328	299
ybgC	1025	786	671	288	846	676	139	229
yagX	35	36	103	68	36	35	63	57
yagW	77	57	97	58	49	68	53	62
mngR	393	334	92	48	328	228	44	34
sucD	19027	40441	4905	3777	29126	49723	2987	2359
mngB	147	132	217	159	118	149	83	86
mngA	24	37	37	21	35	34	28	27
cydB	7703	2747	5818	952	5817	3740	1654	628
cydA	14884	4356	8424	1057	10841	6647	2647	828
ybgE	545	293	910	182	300	255	326	127
ybgT	3151	904	582	90	1560	882	157	71
ydhB	269	440	131	100	199	339	44	55
chpB	85	191	305	333	67	125	188	291
chpS	258	274	44	21	232	287	27	25
ytfP	2280	3207	751	474	1468	2127	236	338
secB	18519	17597	2689	953	15264	16430	1065	685
cynX	38	21	59	33	25	21	16	27
cynS	108	110	17	18	89	102	14	6
cvrA	705	640	559	271	436	729	175	261
ldcA	747	860	223	118	483	812	60	99
dadA	7920	25438	2196	3197	9180	29612	993	1763
codB	685	99	325	68	581	199	96	38
fadR	2794	2150	669	245	2406	2119	265	241
ycgB	64	431	51	70	42	616	27	42
dsbB	2186	3692	806	444	1587	3354	241	325
nhaB	3192	4253	1421	835	3793	3767	574	538
prpE	28	22	46	26	27	19	15	19
prpD	28	18	23	10	19	24	16	9
lldR	230	334	197	120	277	156	72	47
frdB	1069	981	310	142	853	759	130	62
yafV	397	579	138	84	261	576	72	78
ydhS	21	115	47	49	33	188	16	20
lrp	4093	15104	1039	1074	3383	11646	507	692
trxB	21890	8472	4622	952	14215	8482	1417	728
cydD	2193	1601	734	229	1799	1702	297	166
cydC	1781	1165	951	338	1719	1278	339	221
serS	21938	21158	4865	2429	19311	19397	1827	1652
rarA	1209	367	724	134	1110	584	258	138
lolA	2874	1251	558	112	1987	1425	193	99
ftsK	5710	3986	3492	1049	4535	3634	1384	825
dmsB	74	60	36	20	68	68	23	14
dmsA	490	162	214	58	368	211	99	46
phnG	3	2	3	6	2	6	2	0
rluE	704	443	211	54	541	473	66	52
nudJ	511	372	132	48	351	410	48	56
frdC	464	481	150	74	418	251	67	34
pepT	1406	2554	426	298	961	2763	242	198
potA	3468	2068	1173	397	4146	2558	519	286
phoQ	607	731	776	418	611	832	295	414
ycfD	5718	5188	1300	648	4024	4896	443	420
purB	11300	4664	2302	437	7402	6262	707	378
phoP	3033	7660	467	351	3078	7379	224	261
mnmA	4851	3571	1910	832	4742	4827	698	637
hflD	1323	931	896	327	1430	1203	352	281
idnK	73	83	22	7	79	55	9	7
idnD	64	35	23	18	110	60	16	11
idnO	105	98	41	32	147	118	10	20
yjeA	703	480	211	74	1056	563	133	73
idnT	20	34	50	39	45	25	36	31
fimI	54	195	97	142	108	206	64	102
idnR	189	282	101	59	147	229	37	33
citD	3	4	12	10	3	3	4	92
citE	12	5	3	2	8	4	4	5
dpiB	45	54	123	70	53	67	50	54
citC	202	426	28	12	838	399	30	13
dcuC	70	48	86	55	52	17	59	54
dpiA	324	297	66	37	269	229	29	23
cspE	91842	104456	15412	9181	102395	65241	7733	5352
pagP	32	43	62	39	32	34	5	9
crcB	835	922	175	83	641	883	53	57
rayT	120	193	38	30	96	114	16	17
nudI	151	194	92	43	110	170	14	37
ais	16	156	5	27	15	65	7	10
frdA	3565	2611	1201	363	1934	1732	458	146
mobA	259	615	111	49	166	573	39	32
yjdK	98	11	15	3	30	11	6	4
yjdO	8	1	8	2	4	1	2	1
mglA	1312	3442	597	682	3266	4048	489	492
yjdI	41	179	8	10	33	188	3	7
yjdJ	101	362	24	15	53	307	9	6
yadH	822	1049	257	151	807	1341	128	81
yadG	1500	1725	329	159	1574	1700	142	120
yadE	213	125	131	59	233	163	54	52
yadI	52	60	63	34	50	58	35	13
gcd	2061	4126	898	555	1787	4211	346	451
cueO	1446	1753	286	154	1112	2005	92	106
can	16263	13878	3448	1262	12380	10934	995	815
hpt	9137	7003	1672	449	7810	6498	592	337
bcr	430	2303	524	628	510	2303	242	485
rsuA	2363	7097	513	637	2622	6539	194	531
yadD	54	59	102	41	66	60	36	30
panD	10264	17078	1687	999	9582	12654	650	630
yggT	1870	2559	541	229	1826	2544	186	150
speA	36149	14494	10785	2377	38633	20883	4858	1824
yedZ	29	34	26	19	31	41	7	19
zinT	64	75	26	9	61	63	9	10
hyfE	5	24	6	13	8	16	9	6
hyfF	29	34	46	46	32	34	16	46
yggR	38	62	44	34	43	44	16	21
yqgB	1462	492	600	110	1281	610	207	72
hyfA	5	1	9	5	1	4	1	11
hchA	941	5290	180	329	585	5337	37	250
yedR	164	173	55	28	55	138	6	29
hyfD	14	11	23	14	15	18	12	11
hiuH	111	203	13	8	72	122	3	7
yedY	99	322	101	85	92	288	15	35
yedV	251	227	107	57	185	161	53	47
yedW	249	291	102	61	216	268	48	34
hypC	131	38	73	14	128	67	39	18
hypD	866	483	467	211	575	341	215	169
dsbA	10095	7015	1805	435	7109	6494	573	344
hycD	47	28	50	42	33	45	34	43
lepB	4228	6666	3281	1416	4313	6897	1477	1002
hycF	72	63	29	17	47	51	11	5
hycE	153	144	81	35	136	170	29	43
hypA	136	42	63	14	75	34	73	9
hypB	1172	359	274	62	929	439	220	39
hycB	25	30	18	3	16	29	5	4
hycA	10	4	11	2	15	14	5	10
uspB	149	205	77	56	97	188	37	32
uspA	17925	11759	1810	742	7837	7877	634	427
dtpB	934	596	352	119	1207	1114	168	149
prmC	482	455	367	157	594	592	184	156
insD-6	0	0	1	0	0	0	0	0
endA	340	77	125	26	317	84	42	26
yhdE	1119	566	519	150	967	706	257	150
rng	2119	1952	1223	439	1821	1823	628	429
rsmE	1654	870	578	165	1577	867	232	118
yhcO	44	155	27	16	16	145	11	20
yhcN	2434	3173	341	181	1399	3711	114	230
aaeA	70	86	39	23	73	99	12	24
aaeB	102	143	154	99	97	105	58	70
aaeR	482	659	203	113	359	554	71	86
aaeX	9	12	5	3	8	12	1	5
yhdP	701	567	1077	419	605	501	512	377
tldD	3928	2962	1163	478	3513	3137	429	357
yjhB	67	49	60	35	59	50	25	21
mrp	11131	23357	2238	1852	8827	21845	900	1294
metG	11115	21255	2567	2787	11991	25045	1102	1903
yehD	65	23	14	13	47	25	6	2
yehE	76	564	36	69	64	467	11	46
yehB	17	58	65	61	14	38	17	55
yehC	6	9	6	7	3	1	1	2
rcnB	1809	3821	318	249	915	2515	87	194
yehA	4	25	4	9	7	17	2	6
rcnR	138	217	35	35	242	173	13	17
rcnA	74	131	28	28	80	136	12	33
eutR	72	216	67	58	64	235	30	54
eutK	120	130	92	118	61	145	21	45
amiA	1120	2965	379	489	965	2400	136	335
hemF	399	1070	296	391	282	1073	138	290
yfeZ	185	436	139	137	108	407	41	97
ypeA	539	1819	184	226	377	1287	55	123
yfeX	4456	5973	1073	581	3532	6784	374	509
yfeY	1322	1791	407	365	552	1449	94	255
murP	101	139	136	71	239	177	96	60
yfeW	122	192	104	95	164	173	58	73
ydcI	506	3693	137	461	653	2522	85	274
trg	1720	4244	750	697	1217	3024	236	441
yidC	19355	14838	10437	3082	18010	14043	4566	2328
mokB	26	105	151	168	45	45	73	120
hokB	31	93	122	129	22	29	66	123
ydcA	73	96	51	35	87	84	25	22
dnaA	2441	3462	1753	1095	2984	3446	886	858
cybB	2886	6588	403	344	1943	4419	150	168
tnaC	94	146	21	6	153	120	22	4
sspA	16444	14805	3702	1379	13177	13788	1313	1056
opgD	2312	4308	651	517	1935	3554	249	325
ydcJ	17	30	52	36	19	38	18	26
ybiO	56	57	79	46	66	91	31	64
sspB	3727	2798	2477	903	2986	2940	891	646
yhaL	292	386	88	65	264	234	44	24
ypdI	3	19	5	5	0	9	0	2
glnQ	1094	3789	428	457	1330	4090	173	310
yhaH	890	1932	222	182	702	1609	62	111
yqjG	386	694	89	59	289	774	50	51
yhaJ	1221	1552	464	277	1022	1422	159	192
yfdY	106	244	22	65	92	175	20	34
yqjE	343	468	330	246	267	539	152	222
glnP	578	1478	300	397	806	1826	114	234
yqjF	52	68	19	11	60	48	14	7
yqjK	128	206	315	215	147	233	121	185
lpxP	55	147	50	109	81	205	23	65
yidQ	906	1156	215	107	635	844	88	72
glnH	5178	11984	711	700	3805	10440	263	421
ypdK	731	240	75	27	284	298	21	42
dps	4929	7942	632	325	2708	8916	194	293
yidK	8	11	37	18	10	9	19	14
yidJ	38	30	40	32	46	39	40	34
ibpB	409	201	548	155	250	400	156	225
yidE	464	336	391	147	315	335	174	110
yidP	15	12	31	17	11	12	12	4
rhtA	297	351	119	94	268	245	44	55
ilvH	113	240	45	48	85	146	16	20
cra	2011	2394	573	424	2154	2254	311	279
ompX	142980	79283	17087	3654	113501	92121	7254	3722
setA	179	112	170	93	151	120	58	67
leuD	214	9049	80	830	269	4458	36	270
leuC	382	15521	134	1621	494	9736	66	541
leuB	277	10240	140	1480	309	5625	62	433
leuA	253	12258	110	1459	321	6986	42	522
leuL	151	478	166	313	129	215	74	165
leuO	62	115	30	22	48	54	11	19
ilvI	220	698	181	144	225	646	85	87
wzxE	391	162	662	222	362	212	245	166
ydiY	2585	1502	597	174	3425	2469	326	230
yshB	6101	6838	1489	553	2480	5476	342	350
groL	208577	59083	48706	5735	167504	111846	16522	7348
zraS	98	54	154	78	79	59	111	79
zraP	43	64	7	2	23	34	4	4
yjaH	306	170	906	366	269	216	291	219
hupA	62807	79691	6866	2900	45837	53751	2322	1647
purH	3992	1742	740	151	1988	2157	155	113
ygcP	42	42	19	11	61	25	10	10
ygcO	14	10	12	10	17	15	4	8
ygcN	38	47	192	80	58	38	82	61
queD	3557	3642	529	259	2975	2513	173	149
cysJ	822	3567	383	833	1581	3336	272	582
cysI	1247	4555	527	806	1746	5078	335	511
cysH	509	1771	238	254	493	1699	111	189
ygcB	59	72	107	89	34	57	56	55
casA	78	97	64	34	62	62	9	31
hemN	3192	2557	1036	421	2746	3060	383	366
yjhC	465	141	130	43	467	189	59	43
actP	86	423	82	145	188	438	45	79
yjfY	4	6	18	7	3	7	5	7
kdgT	13	23	66	50	27	11	30	33
psd	3356	3234	868	375	2592	2860	334	246
yihI	4735	1836	777	143	3575	2293	267	132
flhE	467	557	279	150	444	539	127	118
yecT	44	39	21	9	37	27	8	6
argS	9669	9005	2323	1044	8899	8988	950	672
yecM	639	1316	218	172	456	1148	102	158
cutC	854	1248	374	254	540	986	127	173
torY	9	19	49	29	5	5	3	3
torZ	119	141	90	63	68	130	46	54
cmoB	885	650	400	180	851	709	187	106
sodA	57998	12373	6377	908	44897	25231	2522	1261
flhB	1095	2385	1734	1644	1067	1834	612	1123
flhA	2306	3262	1825	1228	2019	3083	728	807
lysS	45071	20664	10476	2206	51104	25886	5238	1743
uidR	416	269	135	60	408	239	53	44
yqfG	5	5	5	0	4	5	1	2
ygfU	28	25	20	23	23	28	19	5
xerD	1149	759	1023	236	1005	629	391	163
dsbC	6897	3600	1146	234	5770	3612	467	158
recJ	3508	1176	2710	587	3444	1406	1156	432
prfB	20906	6135	6555	1114	25541	8985	3050	954
ygfX	813	413	630	191	689	360	310	136
fldB	5284	1972	1208	187	3756	1786	429	166
rsmD	756	557	235	96	659	530	77	66
ftsY	5219	4219	1727	636	4550	3903	622	492
yhhK	784	589	150	64	603	563	74	59
livK	98	441	55	47	118	321	32	40
yhjG	475	857	1210	864	273	786	247	677
yihA	4035	2012	875	193	2601	1911	275	158
rpoH	6667	6180	2158	897	4399	5034	632	641
livJ	173	482	74	44	172	269	25	30
pstA	488	375	314	120	309	534	92	98
fdoI	3698	4314	2577	1207	3671	4315	1206	874
fdoH	7385	8240	3782	2071	8559	8053	1880	1234
sdaA	4885	6056	1199	731	3562	6296	419	506
nudL	262	794	497	243	233	693	234	447
puuE	30	113	17	25	26	137	18	16
puuB	52	97	24	24	49	135	13	22
fdoG	24448	31008	15147	8000	26767	32005	7187	4838
fdhD	829	756	288	140	518	724	76	86
puuD	36	509	59	80	42	427	19	100
puuA	56	1315	73	158	57	910	20	96
puuC	37	143	40	35	55	190	24	52
puuR	295	335	108	83	184	463	27	103
sapA	1903	1684	829	319	1694	2908	318	415
sapB	609	349	380	115	525	676	150	169
puuP	64	66	127	66	157	236	82	82
ymjA	412	298	77	39	283	508	24	40
bglB	28	44	97	54	15	22	52	61
polA	7910	6315	1987	732	6698	6586	759	467
insI-3	4	2	0	0	0	2	0	0
insB-3	0	0	0	0	0	0	0	0
insA-3	0	0	0	0	0	0	0	0
yagK	10	21	69	57	1	2	23	40
yagL	1	0	14	4	1	0	4	6
yagM	0	2	39	32	0	0	21	14
yagN	1	1	1	0	6	2	2	7
intF	5	12	25	15	16	12	15	9
bglF	8	15	101	44	18	11	45	24
bglG	2	5	24	15	8	6	9	15
yihG	271	253	178	96	337	253	68	86
rfaP	779	501	347	96	556	430	129	91
ycgR	10063	17819	1312	1041	3702	15933	305	805
emtA	1743	2770	470	228	1416	2055	156	310
ycgY	11	28	10	9	5	19	4	7
ymgE	27	55	7	10	14	70	3	4
dhaM	2125	464	827	119	3556	822	606	127
treA	178	234	69	52	198	313	30	39
dhaK	1564	526	559	86	2557	805	596	81
dhaL	981	239	340	51	1510	428	248	44
lacZ	624	1166	300	180	763	1302	103	110
lacI	742	678	226	139	682	609	80	82
lacA	63	112	22	7	64	79	6	7
lacY	67	175	27	30	87	152	18	19
mhpB	11	38	53	30	15	41	20	26
mhpC	55	97	20	11	43	140	8	9
mhpR	227	1868	72	135	331	1654	52	81
mhpA	14	62	36	34	12	52	9	10
rfaI	1007	562	466	170	636	563	180	105
rfaJ	1068	383	425	118	1002	520	171	88
ulaD	123	35	45	19	112	72	11	10
eutA	15	57	37	36	29	43	11	27
ulaC	37	19	32	16	40	20	8	6
dmsC	66	76	98	71	63	70	56	46
ycaC	197	685	49	56	97	713	12	41
ycaD	631	525	458	247	545	570	148	202
ycaM	93	73	75	46	136	100	30	33
ycaN	62	225	81	82	91	113	50	71
ycaK	272	185	55	22	200	140	29	26
pflA	3512	1265	635	154	2913	1862	246	141
pflB	64788	15144	14985	1812	56619	24079	7134	1596
focA	6783	186	3327	105	2386	346	1341	115
ycaO	5697	2530	1654	362	8117	3637	872	324
ulaE	40	21	98	61	50	30	27	40
rfaL	2837	546	966	82	2018	765	273	89
kdpE	267	324	136	100	196	293	49	57
potC	923	544	538	183	1124	828	297	160
potB	894	620	514	171	1251	959	305	136
ybfK	0	0	4	1	0	0	0	0
cobB	2690	1798	632	191	1535	1679	169	155
ycfZ	32	4	17	10	39	15	8	5
ymfA	16	7	24	9	21	7	16	9
potD	10106	12013	2144	906	9311	13351	883	623
lolC	1619	1216	935	306	1346	1450	322	253
lolD	2521	1850	664	247	1957	2128	249	166
lolE	1655	1028	1153	374	1273	1259	395	267
nagK	839	752	708	273	622	775	250	195
yjeF	545	678	433	231	394	772	163	172
frwC	29	28	28	4	54	29	7	8
yjjJ	307	590	228	167	283	548	101	120
ptsA	345	89	120	27	519	124	81	18
yhdH	1752	1970	263	133	1256	2225	104	74
nanM	149	461	46	48	157	474	16	37
rhaM	5	14	19	7	3	6	10	11
efeB	296	733	251	232	453	808	146	134
yiiQ	529	273	162	49	369	238	52	41
ybgF	8740	7419	4040	1498	7511	7625	1738	1053
deoB	7888	6543	2059	744	10152	7589	1071	524
tolB	20226	25731	6621	3314	15080	29605	2500	2254
ykfF	2	2	12	9	0	0	4	11
tolR	972	925	569	237	791	861	181	179
tolA	1443	1030	1554	610	1256	1062	605	514
yiiM	752	888	188	78	534	700	50	64
ribB	11773	10385	1684	666	4440	6264	379	335
cpxR	4038	5782	752	330	3199	4677	273	206
potE	27	40	55	41	16	51	16	29
fieF	1050	674	805	371	792	736	285	257
pfkA	8222	6307	1613	673	6173	7197	598	492
sbp	21	119	48	39	31	82	24	20
zupT	715	1409	340	195	578	1195	116	144
yjeE	849	797	203	109	688	813	50	87
yjjV	278	350	236	146	243	322	100	112
citX	5	5	16	7	5	4	7	7
citF	45	39	40	27	32	24	16	13
citT	23	13	45	24	16	20	17	23
citG	5	30	30	15	9	10	23	38
rnk	2198	2376	317	118	2029	1868	153	88
rna	3	6	15	16	3	7	8	14
uspG	1604	2260	316	175	1254	1759	107	100
ybdR	44	118	80	49	47	95	20	37
ahpC	75649	75122	8219	4004	54582	68755	3339	2750
ahpF	9535	11838	1945	1145	8874	12526	838	890
slyA	1272	1092	364	182	945	679	102	106
ydhI	203	217	49	37	170	193	14	29
anmK	621	1151	267	205	481	1062	110	174
slyB	21536	18080	3348	1105	20058	23454	1523	1005
sodC	107	415	51	41	56	427	37	27
ydhF	1123	904	226	72	980	951	106	77
ydhJ	571	957	178	111	526	866	47	93
ydhK	187	266	211	164	218	301	106	148
ydhL	16	83	7	12	14	55	4	6
nemR	88	96	71	53	88	79	26	36
envZ	690	516	928	318	610	571	355	276
pgaA	48	37	87	41	37	18	35	37
ycdT	65	31	73	47	31	30	22	39
insF-4	0	0	0	0	0	0	0	0
insE-4	0	0	0	0	0	0	0	0
uxuR	900	1308	263	141	712	1032	85	108
ycdU	10	2	24	14	4	9	5	6
rhsB	27	5	34	11	13	8	11	7
ghrA	3240	4342	504	355	2425	3998	176	190
ycdX	2380	4017	671	368	1663	3826	233	217
ycdY	3931	4203	580	337	2759	4371	213	193
yqiA	657	583	575	225	681	616	218	197
yadC	52	35	45	25	28	46	22	17
yadK	11	19	8	9	10	10	4	4
panC	6519	9046	1756	967	5187	7879	721	617
panB	7626	6706	1275	604	8321	8196	563	400
htrE	11	11	37	29	11	16	23	14
ecpD	11	2	8	3	4	3	0	4
yadL	25	42	38	13	30	43	7	12
yadM	21	18	11	9	16	18	3	2
yadN	21	11	67	80	9	8	20	33
folK	614	367	228	65	599	387	131	65
yeiR	681	1863	234	185	614	1945	77	164
yeiQ	672	3622	123	402	920	2623	80	225
yniA	103	299	109	104	104	427	84	78
mdtE	25	9	15	14	13	12	17	7
hdeD	138	69	59	32	108	59	19	13
yedJ	207	240	180	126	142	178	61	87
dcm	1162	1495	527	264	879	1262	173	168
hda	1208	579	1171	268	802	593	392	268
yfgD	7785	5047	931	345	4401	4593	285	223
yedI	429	1068	189	154	367	1075	75	107
yodC	18	39	38	35	25	48	15	16
vsr	129	83	121	56	110	71	46	32
yedA	86	324	46	55	68	264	18	27
hyfJ	11	9	31	6	12	7	14	4
yodD	29	122	6	20	21	111	6	7
yedQ	175	165	172	90	138	173	54	69
yedP	71	139	24	30	35	163	13	23
ygbM	208	235	56	30	164	196	31	23
ygbL	55	59	60	27	66	82	38	32
ygbI	908	671	355	152	615	588	166	123
pphB	69	31	28	15	62	38	12	14
ygbK	76	65	125	49	125	70	41	55
ygbJ	78	92	87	33	135	121	52	18
fhlA	217	222	216	131	197	249	134	165
hypE	416	250	331	124	409	310	145	97
mutS	8504	5541	2823	978	8420	6445	1183	690
ygbA	114	373	25	27	67	258	15	19
cspF	35	9	29	15	19	5	11	8
rimJ	880	1062	317	186	670	951	124	129
essQ	0	0	1	1	0	1	0	0
cspB	29	39	16	16	44	38	13	18
rrrQ	9	3	12	5	4	4	7	16
ydfR	7	9	4	2	11	7	5	0
rzpQ	8	4	5	6	5	8	1	2
cspD	2337	6477	600	706	1435	4345	316	445
ydfU	11	5	8	11	17	8	3	9
rem	5	6	10	11	9	4	3	8
menC	1029	1125	776	497	1154	1706	415	397
menE	402	355	453	244	510	605	247	258
arnC	37	114	13	28	27	98	10	20
chbG	61	156	49	62	52	122	28	25
arnD	34	90	34	38	34	65	12	27
arnA	62	182	73	138	86	251	56	131
arnE	5	14	7	5	3	9	2	11
arnT	37	60	74	95	17	50	61	79
pmrD	324	861	99	120	261	860	52	115
chbF	63	51	62	35	73	44	18	25
rpsS	36434	28108	15168	5938	55420	27740	8544	3877
cedA	237	238	43	31	228	226	16	22
rpmC	21364	13322	10974	4404	36979	16318	6269	2709
rplP	59858	60399	22590	9054	75686	55456	12495	5165
rpsC	100391	85358	39310	15730	144969	78590	23524	9791
katE	430	1091	110	127	268	1460	26	108
rplE	64299	60603	33660	15391	119544	64942	20270	9301
rplX	37918	45488	18374	8245	54572	42879	10320	5275
rplN	58081	67583	22801	10375	94736	63828	13461	7179
rpsQ	37137	26373	16584	6779	53346	25996	9428	4779
yehI	147	155	272	189	81	82	31	62
yehL	4	11	26	24	8	15	13	16
yehK	3	9	7	4	3	6	2	7
yehP	8	31	30	16	15	16	15	8
yehM	19	30	101	74	28	29	37	61
yehR	42	59	34	31	32	60	17	28
elfG	90	103	39	22	73	85	24	29
yehT	365	483	354	238	431	491	209	262
yehS	1132	1615	272	203	891	1643	84	146
fimH	166	324	88	77	193	372	32	42
ycbU	11	19	23	7	23	25	6	8
coaD	1121	749	320	105	696	628	112	54
yfeS	69	54	55	43	31	41	7	21
yfeK	114	82	38	38	36	64	9	19
ydcO	93	113	78	45	76	71	48	69
ycbV	18	22	15	11	16	17	6	7
cysU	46	861	59	387	104	672	35	190
cysW	80	932	80	427	111	669	51	234
ucpA	1226	2122	590	579	1375	2046	383	431
cysP	265	6295	104	842	473	4385	48	423
ydcK	34	84	125	76	23	67	59	56
ssuA	24	23	25	19	14	19	9	8
ydcH	53	89	42	44	35	42	32	17
rimL	340	477	49	34	231	426	30	29
insQ	291	448	569	397	260	416	217	291
tehB	1495	1547	195	77	1118	1603	79	41
ssuE	14	8	9	7	11	10	2	22
rsxB	336	564	251	154	430	539	95	109
rsxC	1737	2440	852	457	2283	2318	436	376
tnaB	10	14	72	50	19	16	28	27
elfA	82	70	69	36	58	58	20	23
mutL	856	775	1078	462	822	894	524	363
malX	290	229	138	83	608	288	107	85
malY	473	631	180	106	511	597	84	79
add	2076	2961	378	238	3816	3391	276	194
elfD	8	4	8	6	6	4	1	3
blr	858	980	127	84	564	518	51	60
cnu	625	653	158	94	542	570	65	90
ydgK	592	929	304	186	592	678	75	123
rsxA	376	446	290	204	438	461	93	136
agaR	971	938	615	339	762	736	275	295
kbaZ	69	48	73	39	103	72	51	32
agaV	45	39	9	9	47	55	8	6
agaS	26	12	11	9	39	20	7	11
kbaY	21	8	8	6	18	11	7	5
agaB	16	36	5	1	17	22	3	3
agaC	1	17	10	10	10	17	7	6
agaD	5	18	16	16	19	9	7	10
yieF	1750	1618	302	136	604	1335	67	72
sgrR	819	1083	309	194	656	902	108	118
thiB	1165	665	355	103	999	660	126	87
thiP	288	152	382	89	308	185	155	100
thiQ	246	148	128	33	201	158	58	45
yabI	189	131	207	120	232	166	78	74
araC	7111	26567	3990	4405	9977	25886	2363	5583
araB	5	8	10	8	28	13	14	14
araA	5	11	35	18	29	7	24	21
diaA	848	726	530	193	709	622	223	149
yraP	2537	2201	496	206	1638	1808	191	143
tisB	2	6	79	87	0	7	35	49
emrD	1426	1483	779	253	1560	2496	283	300
ivbL	751	3690	580	950	700	2327	316	697
kefB	196	249	304	156	188	253	105	107
sgrT	33	66	171	85	50	52	55	70
ilvB	785	39212	348	2946	1142	28391	180	1290
yjeN	1	1	6	2	5	4	8	1
yheV	807	423	90	35	410	460	39	14
yqcE	4	15	30	18	18	24	15	15
yjeM	135	65	84	41	213	130	43	48
yheS	3338	2580	1215	496	3385	2952	560	328
yjeP	1177	644	986	293	1015	676	424	226
yddW	1062	1091	328	148	798	889	103	92
gltF	744	403	96	24	876	330	60	21
yjeO	12	8	26	13	12	12	6	18
grxC	4419	2737	1109	376	3511	2652	394	217
yheU	397	412	95	43	375	349	37	34
trmL	899	463	211	52	733	404	76	51
cysE	1426	4144	489	413	1165	3598	200	255
gpsA	2836	1403	2674	863	2679	1506	1082	615
yheT	698	529	403	163	766	551	204	134
ygaZ	912	501	929	270	760	470	349	220
lldP	760	1173	409	219	645	487	117	94
eutG	16	41	14	16	13	49	8	17
lldD	2398	2402	438	174	1708	1180	143	64
yhbV	145	33	95	41	155	29	60	29
yihV	50	45	42	18	42	50	20	21
ytfE	278	233	47	23	220	350	24	18
yihU	14	34	20	7	23	40	5	7
deoC	2898	1092	339	69	4107	1585	265	60
cysD	948	3911	256	484	1129	3389	136	298
iap	434	493	281	143	433	477	106	99
cysC	143	526	102	152	190	514	51	93
cysN	910	4884	399	699	1187	5620	194	412
casE	86	113	61	46	56	105	29	28
casD	44	59	65	45	47	49	25	22
ygbF	29	20	38	22	22	21	7	12
ygbT	78	96	127	86	63	95	58	50
casC	267	232	64	39	240	132	36	23
casB	44	82	29	17	38	58	5	8
bcsB	341	302	281	142	300	325	95	60
ytfF	85	146	100	68	99	113	41	68
yiiE	4	4	3	1	17	6	1	1
yiiD	1278	1230	506	239	1015	1227	156	172
cmk	3983	1669	2381	1089	3081	1976	917	755
fruB	729	2202	230	302	1182	2847	183	219
php	10	9	19	10	16	12	5	8
dgkA	1522	979	227	70	1014	840	71	52
hofO	6	7	12	7	5	13	4	4
yecN	193	104	220	74	154	86	62	73
cmoA	986	625	326	100	1047	777	135	110
ruvC	368	338	893	379	559	356	420	299
yebC	9253	6995	1731	749	9705	7796	795	430
yobI	0	2	0	1	4	3	0	0
yebB	11	16	21	29	13	13	11	19
yecD	998	1279	155	120	808	1160	61	63
yecE	179	259	126	73	181	213	36	62
nudB	335	386	918	429	408	374	513	326
aspS	16092	21270	3513	1766	18550	24742	1747	1176
gcvP	21100	21546	5911	2446	13145	26716	1692	1444
gcvH	16502	10790	2004	558	8800	10508	555	335
bglA	12650	3896	2146	311	11174	4749	825	243
ygfF	285	348	183	141	211	389	53	96
yqfA	629	73	402	60	507	103	203	43
yqfB	2597	653	402	62	1864	581	139	42
ygfY	4012	2935	560	137	2503	2018	219	79
ygfZ	15357	7431	2811	537	12915	7137	1091	432
gcvT	13475	7995	3138	847	6909	8637	785	509
visC	2811	1070	1196	202	2386	1125	498	154
cpxA	809	747	955	443	628	743	335	288
yicN	131	95	64	19	108	114	23	11
yihX	660	1104	271	142	517	1149	118	136
yihW	981	512	331	125	726	460	180	82
dtd	879	1304	306	128	693	1277	112	87
yihY	343	294	329	132	245	263	119	117
yihT	45	56	34	20	48	86	17	18
yihS	69	68	38	30	76	95	19	28
cspC	44389	77187	5243	2670	41198	48752	3096	1696
yobF	334	539	2852	1458	339	288	1609	910
yebN	62	111	46	20	61	88	15	21
rlmA	1408	1653	341	157	1097	1319	126	112
manZ	1986	3624	816	601	3312	3619	482	302
yobD	146	368	53	38	128	296	28	20
manX	2240	4514	661	469	3212	3995	468	245
manY	2318	3089	715	465	3117	3345	447	231
adrB	25	32	56	27	24	13	29	26
yoaE	685	1510	427	347	526	1083	117	153
yfjS	67	62	19	8	50	64	8	7
nagC	1548	1182	896	419	1553	1445	397	391
xapA	22	66	46	39	30	52	19	40
xapB	8	34	57	56	12	27	23	44
yeiH	361	689	175	219	255	809	57	159
xapR	83	402	79	136	62	312	28	88
yiaM	3	0	5	2	8	2	2	6
yeiP	6588	10771	793	548	5474	9351	302	407
rdgB	2834	2310	613	194	2619	2273	228	143
yjbG	18	17	12	6	19	16	3	5
yeiE	571	1335	214	214	448	1185	94	166
tabA	1383	1352	201	92	1104	1170	68	52
yjgF	11165	14874	1249	620	8917	11040	605	404
mgtA	19996	43092	6229	5324	18525	42100	2768	3937
pyrB	1188	42	158	6	476	203	35	10
gltX	22349	29593	4232	2946	20006	34038	1732	2374
yjeJ	69	84	29	15	61	70	10	20
pyrL	115	75	339	42	110	55	107	47
yjgJ	579	767	90	46	456	611	35	28
yjgI	116	71	33	11	58	57	14	8
ychE	404	229	171	82	252	237	50	55
